ShopName,Date,Prefecture,longitude,latitude,Open,genres
TEA ROOM KIKI 京都・嵐山本店,2021-11-06,京都府,135.68036921232505,35.01699006232525,1, #カフェ #パン・サンドイッチ（その他） #洋菓子（その他）
LEMONADE by Lemonica イオンモール鈴鹿店,2021-11-04,三重県,136.52941881568543,34.871768581543925,1, #ジュースバー
DoDoタピオカ専門店 トナリエクレオ店,2021-10-30,茨城県,140.11073200439088,36.08107358670388,1, #タピオカ
ゴンチャ（Gong cha）イオンモール熊本店,2021-10-28,熊本県,130.7414993156504,32.73812109327372,1, #タピオカ
ゴンチャ（Gong cha）新宿ミロード店,2021-10-28,東京都,139.69889682158495,35.68949280510551,1, #タピオカ #ケーキ
ゴンチャ（Gong cha）則武新町店,2021-10-26,愛知県,136.8777393156908,35.179988364904176,1, #タピオカ
Lemonade by Lemonica イーアス春日井店,2021-10-18,愛知県,136.98159512191228,35.258998524569456,1, #ジュースバー
ゴンチャ（Gong cha）イーアス春日井店,2021-10-18,愛知県,136.98159512191228,35.258998524569456,1, #タピオカ
アフタヌーンティー・ティールーム 梅田阪神,2021-10-08,大阪府,135.49573818517547,34.701571362627256,1, #カフェ #ケーキ
タリーズコーヒー ＆TEA水戸エクセル店,2021-10-07,茨城県,140.47437321619284,36.37132294642823,1, #カフェ
TEA MAISON KoKoTTe,2021-09-30,東京都,139.64140512925195,35.65809608842365,1, #紅茶専門店 #カフェ
台北茶房,2021-09-29,東京都,139.4776344156995,35.67079913815053,1, #タピオカ #台湾料理
THREE TEA LABORATORY ニュウマン新宿店,2021-09-27,東京都,-1.0,-1.0,1, #紅茶専門店
ゴンチャ（Gong cha）スマーク伊勢崎店,2021-09-23,群馬県,139.2308492351358,36.33963721987446,1, #タピオカ
LEMONADE by Lemonica 新静岡セノバ店,2021-09-19,静岡県,138.38494451568724,34.975523775956354,1, #ジュースバー
タリーズコーヒー &TEA ららぽーと立川立飛店,2021-09-17,東京都,139.4177473157002,35.71171563590597,1, #カフェ
QUON River Terrace (クオンリバーテラス),2021-09-15,福岡県,130.4051312156642,33.59021764938234,1, #カフェ
ゴンチャ（Gong cha）イオンモール直方店,2021-08-21,福岡県,130.74692851566712,33.76920624003887,1, #タピオカ
CHAI NEED US,2021-08-20,沖縄県,127.70214501555851,26.211559596229662,1, #紅茶専門店
CHA BAR 西武新宿PePe店,2021-08-18,東京都,139.6980810156996,35.69436483685815,1, #タピオカ
LEMONADE by Lemonica イオンモール富士宮,2021-08-09,静岡県,138.61023431569166,35.2214229626578,1, #ジュースバー
MLESNA TEA（ムレスナティー）東京,2021-08-08,東京都,139.57481221569995,35.70164343645874,1, #紅茶専門店
BullPulu tenshin ゆめタウン久留米店,2021-08-06,福岡県,130.5363057156597,33.321574363325524,1, #飲茶・点心 #台湾料理
LEMONADE by Lemonica イオンモール高松,2021-07-26,香川県,134.00371562756277,34.3520178093193,1, #ジュースバー
LEMONADE by Lemonica イオンモールりんくう泉南店,2021-07-25,大阪府,135.26458021567714,34.37941420786411,1, #ジュースバー
ゴンチャ（Gong cha）モラージュ菖蒲店,2021-07-13,埼玉県,139.60979271570653,36.07499901588207,1, #タピオカ
ゴンチャ（Gong cha）セブンパークアリオ柏店,2021-07-13,千葉県,140.01186389515829,35.832579428526465,1, #タピオカ
伍茶 イオンモール新小松店,2021-07-10,石川県,136.4648699157119,36.39498549810297,1, #寿司
LEMONADE by Lemonica セブンパークアリオ柏店,2021-07-06,千葉県,140.01274663694753,35.83365448222977,1, #ジュースバー
TeaWay Li-Ka 鹿児島中央駅店,2021-07-03,鹿児島県,130.54238982925563,31.58290999883434,1, #タピオカ
ベビタピ福岡大名店,2021-06-25,福岡県,130.39615052924972,33.586330516007635,1, #タピオカ #スイーツ（その他）
