ShopName,Date,Prefecture,longitude,latitude,Open,genres
FunFunMonster,2021-11-06,福岡県,130.8811213156691,33.8851149339654,1, #ドーナツ
フロレスタ戸越銀座店,2021-11-04,東京都,139.7135049129692,35.61582008020978,1, #ドーナツ
KAMOGAWA BAKERY 堀川五条店,2021-10-29,京都府,135.75219593151223,34.99590081849097,1, #ドーナツ
クリスピー・クリーム・ドーナツ 則武新町店,2021-10-27,愛知県,136.8777393156908,35.179988364904176,1, #ドーナツ
ミスタードーナツ フルルガーデン八千代ショップ,2021-10-27,千葉県,140.11585003981492,35.722493690614556,1, #ドーナツ
ミスタードーナツ 鶴見駅前ショップ,2021-10-27,神奈川県,139.67491853542026,35.50879129709903,1, #ドーナツ
ミッドランドシネマ ドーナツ ファクトリー,2021-09-30,愛知県,136.88635318202242,35.17002441517525,1, #ドーナツ
RACINES DONUT&ICE CREAM（ラシーヌ ドーナツ＆アイスクリーム）,2021-09-25,東京都,139.71300394415235,35.66759001537437,1, #ドーナツ
ROMII DONUT STORE ロミードーナツストア,2021-09-10,茨城県,140.57267041571072,36.32042220225762,1, #ドーナツ
クリスピー・クリーム・ドーナツ 東急百貨店さっぽろ店,2021-09-09,北海道,141.35352607122553,43.06655477058034,1, #ドーナツ
ミスタードーナツ 松井山手ショップ,2021-08-31,京都府,135.71936061568476,34.83346978360262,1, #ドーナツ
KUMANOWA  クマノワ,2021-08-20,兵庫県,134.93921561523203,34.688545780437515,1, #ドーナツ
福ベーグル 前橋南町店,2021-08-19,群馬県,139.06235791571166,36.37589059916763,1, #ドーナツ
ミスタードーナツ アルデ新大阪ショップ,2021-08-05,大阪府,135.49864751568316,34.73372468895551,1, #ドーナツ
ウフフドーナチュ旧軽井沢,2021-08-04,長野県,138.6321736157113,36.35699610022079,1, #ドーナツ
AOYAGI BAGEL 西荻窪店,2021-07-27,東京都,139.60206080555736,35.703770236342066,1, #ドーナツ
日々是君想(ひびこれきもおも),2021-07-23,東京都,139.66321800555875,35.768322432797156,1, #ドーナツ
ミスタードーナツ イトーヨーカドー武蔵小杉ショップ,2021-07-20,神奈川県,139.65750637865077,35.57560441142828,1, #ドーナツ
クリスピー・クリーム・ドーナツ 丸井吉祥寺店,2021-07-19,東京都,139.57899971290044,35.70199953643918,1, #ドーナツ
フロレスタ熊本水道町店,2021-07-19,熊本県,130.71258382924893,32.803011026060005,1, #ドーナツ
ShopName,Date,Prefecture,longitude,latitude,0, #ドーナツ
FunFunMonster,2021-11-06,福岡県,130.8811213156691,33.8851149339654,1, #ドーナツ
フロレスタ戸越銀座店,2021-11-04,東京都,139.7135049129692,35.61582008020978,1, #ドーナツ
KAMOGAWA BAKERY 堀川五条店,2021-10-29,京都府,135.75219593151223,34.99590081849097,1, #ドーナツ
クリスピー・クリーム・ドーナツ 則武新町店,2021-10-27,愛知県,136.8777393156908,35.179988364904176,1, #ドーナツ
ミスタードーナツ フルルガーデン八千代ショップ,2021-10-27,千葉県,140.11585003981492,35.722493690614556,1, #ドーナツ
ミスタードーナツ 鶴見駅前ショップ,2021-10-27,神奈川県,139.67491853542026,35.50879129709903,1, #ドーナツ
ミッドランドシネマ ドーナツ ファクトリー,2021-09-30,愛知県,136.88635318202242,35.17002441517525,1, #ドーナツ
RACINES DONUT&ICE CREAM（ラシーヌ ドーナツ＆アイスクリーム）,2021-09-25,東京都,139.71300394415235,35.66759001537437,1, #ドーナツ
