Date,ShopName,Prefecture,longitude,latitude,Open
2021-08-09,焼麺王 YAKIMEN-OH 京阪京橋店,大阪府,135.52989682925093,34.696177101409525,1
2021-05-31,甘味と富士宮やきそば柴ふく,愛知県,136.81259386792237,34.85907478811565,1
2021-05-24,やきそば 一歩,福岡県,-1,-1,1
2021-03-16,まる福,鳥取県,134.22956990561914,35.49366878023854,1
2020-11-04,鉄板商会（テッパンショウカイ）,東京都,139.6982426464888,35.615914062370265,1
2020-09-15,あぺたいと 赤羽店,東京都,139.71946220562506,35.78162958017092,1
2020-07-20,焼きそばとハイボール パック,京都府,135.7311403056091,35.00223128035807,1
2020-01-12,焼きそば スタンドバイミー,京都府,135.7581428292603,35.01003699877226,1
2019-12-20,太麺焼きそば 川越 大沢亭,埼玉県,139.50448682926134,35.84298799875978,1
2019-12-08,小樽あんかけ処 とろり庵,北海道,141.35057181600763,43.06753607914572,1
2019-11-25,神保町やきそば みかさ 中野店,東京都,139.66613382926116,35.707996998761786,1
2019-09-27,焼そばセンター 新大阪焼そばセンター店,大阪府,135.49612482924385,34.733684998776624,1
2019-09-14,長田本庄軒 イオンモール高岡店,富山県,137.01180165829578,36.724731994991124,1
2019-08-23,かっぱ焼きそば 喜八,東京都,139.7897653067627,35.714081767028546,1
2019-07-23,焼そばセンター 玉出焼そばセンター店,大阪府,135.4908802067541,34.625230667476394,1
2019-07-20,やきそば専門店 さぼり,東京都,139.65234500676237,35.73799076702692,1
2019-07-17,長田本庄軒 イオンモール広島府中店,広島県,132.49544551582136,34.39475628051421,1
2019-06-06,焼きそば 伊藤,神奈川県,139.69994282926106,35.52769499876437,1
2019-04-21,焼そばセンター 寝屋川焼そばセンター店,大阪府,135.62218251408137,34.76522246757399,1
2019-04-03,焼そばセンター 桜川焼そばセンター店,大阪府,135.48713882925986,34.66828799877766,1
2019-03-01,焼そばセンター 岩倉焼そばセンター店,愛知県,136.8717078292607,35.27849299876812,1
2019-03-01,お好み焼き 焼きそば まる真,愛知県,136.9763185140818,35.26087586736212,1
2018-11-26,あぺたいと上北沢店,東京都,139.62425582924442,35.669201998762354,1
2018-11-20,日田焼そばの想夫恋 益城インター店,熊本県,130.77491657839158,32.789774568573044,1
2018-11-15,焼きそば専門 水ト（みうら）船場センタービル店,大阪府,135.5062271703485,34.68184399878347,1
2018-09-18,焼そばセンター 三郷焼そばセンター店,愛知県,137.0521508783445,35.21559565014587,1
2018-09-10,焼そばセンター 我孫子前焼そばセンター店,大阪府,135.49705417034752,34.600263102693376,1
2018-07-22,焼麺 晃のや,栃木県,139.6108854770493,36.74993167832533,1
2018-07-19,焼そばセンター 四条畷焼そばセンター店,大阪府,135.6374524798366,34.73150138917127,1
2018-06-26,北野田焼そばセンター店,大阪府,135.54303617700302,34.52354780028824,1
2018-06-21,東京焼き麺スタンド,東京都,139.66537117034014,35.66139908838459,1
2018-04-12,焼そばセンター 摂津本山焼そばセンター店,兵庫県,135.27648090549735,34.72683268042784,1
2018-02-13,焼きそばのまるしょう岩本町店,東京都,139.77469941549828,35.69288153693991,1
2017-09-05,焼きそば専門 水ト （みうら）,大阪府,135.50722707034512,34.683983698783415,1
2017-08-31,想夫恋 徳王店,熊本県,130.70588837978093,32.848677787728214,1
2017-08-08,尼崎焼きそばセンター,兵庫県,135.41207921534738,34.71990918969675,1
2017-05-11,焼きそば専門店 濱崎,兵庫県,135.23715697988916,34.71663898052628,1
2017-05-08,teppan kitchen 広尾,東京都,139.71102861547934,35.655248180200424,1
2017-04-08,日田やきそば まる喜 神戸店,兵庫県,135.18984387977946,34.69114779133309,1
2016-03-03,インド焼きそば　ミナトン,北海道,141.3440066797531,43.07831189753393,1
2015-08-14,ゆで太郎 春日部永沼店,埼玉県,139.793676,35.972798999999995,1
2012-05-27,焼きそば屋 わらふ,千葉県,36.5626,136.362305,1
2011-08-02,長田本庄軒パサール幕張上り店,千葉県,34.718334,137.761731,1
2021-10-11,長田本庄軒 イオンモール熊本店,熊本県,130.74237311565022,32.738081093275966,0
2021-09-20,コナモン専門店ピアピア,静岡県,138.63861151569125,35.21378776307203,0
2021-05-27,下町やきそば銀ちゃん新宿紀伊国屋店,東京都,139.70236942924444,35.69207669876197,0
2021-02-23,あしたば,高知県,133.4850937393055,33.54484289792605,0
2021-01-02,長田本庄軒イオンモール京都桂川,京都府,135.7048651158227,34.963493780367926,0
2020-09-07,東京焼きそば 東京スカイツリータウン・ソラマチ店,東京都,139.8042043257764,35.70960917386342,0
2020-06-29,つゆやきそば 黒石や,青森県,140.69128831594733,40.827649579319456,0
2020-06-26,想夫恋 防府店,山口県,131.56432430559062,34.054138480605424,0
2020-05-22,ふくい,京都府,135.7464482129568,34.99679698035958,0
2019-01-25,長田本庄軒 アリオ亀有店,東京都,139.84972801584848,35.764647180174926,0
2018-10-14,ファースト吉野,北海道,141.85502629300476,43.33145756825035,0
2018-01-01,てっぱん屋台 アリオ倉敷店,岡山県,133.7619953154853,34.60334669593316,0
2017-10-20,海老寿屋 NEOPASA静岡上り線 （えびすや）,静岡県,138.29147821783238,34.979464295389164,0
2017-04-22,長田本庄軒ノースポート店,神奈川県,139.57711001536487,35.5520348446538,0
2017-01-29,ぼてぢゅう屋台 東京ドームシティ店,東京都,139.75322505612434,35.703760491869346,0
