Date,ShopName,Prefecture,longitude,latitude,Open
2021-11-10,魚べい室蘭店,北海道,141.00892688824607,42.35310337288402,1
2021-11-10,六本⽊きんめ鮨,東京都,139.72862251569902,35.66211003862709,1
2021-11-09,串カツ田中 刈谷店,愛知県,137.00700121568747,34.99237747504731,1
2021-11-08,はま寿司 まち～クプラザ尻手店,神奈川県,139.68182491349202,35.52533717376221,1
2021-11-06,手巻き寿司 美華寿司,大阪府,135.50917788834957,34.516182460166505,1
2021-11-05,かっぱ寿司  横浜西口  エキニア店,神奈川県,139.61931381569562,35.46752124926936,1
2021-11-05,無添くら寿司 大宮バイパス店,埼玉県,139.61203018529656,35.888349696665124,1
2021-11-03,くら寿司 瑞江駅前店,東京都,139.89640011569958,35.69323643692006,1
2021-11-03,魚べい利府店,宮城県,140.97359162173217,38.32700815885538,1
2021-11-02,すしの藤つぼ,東京都,139.73821911569985,35.700994536494186,1
2021-11-01,鮨やハレの日,埼玉県,139.62353031570342,35.90577832523073,1
2021-11-01,回転寿司 沼津 すし之助 小田急新百合ヶ丘店,神奈川県,139.50873354291878,35.60485362288579,1
2021-11-01,鮨 利﨑 恵比寿,東京都,139.70533946679222,35.647795010329126,1
2021-11-01,瀬戸の祭寿し 住吉店,徳島県,134.57337682305553,34.07765642098795,1
2021-11-01,神田 鮨 まつもと,東京都,139.7690590156997,35.69134503702374,1
2021-11-01,難波 寿司 まつもと,大阪府,135.49949951568192,34.66678159254067,1
2021-11-01,美登利 昌 成城店,東京都,139.59756431569878,35.64086863979101,1
2021-11-01,鮨 新波,東京都,139.7353497130817,35.6845541465001,1
2021-11-01,築地孫右衛門 ミント神戸店,兵庫県,135.19500988210393,34.69454376263872,1
2021-10-30,鮨 佐とう,埼玉県,139.68960201570212,35.82741972954712,1
2021-10-27,スシロー To Go JR 高円寺駅店,東京都,139.64977706643083,35.70534550448135,1
2021-10-27,鮨・酒・肴 杉玉 十三,大阪府,135.47827311568292,34.71946498971986,1
2021-10-26,沼津港・海天寿司 一富士丸,静岡県,138.85599841568924,35.083820470109494,1
2021-10-25,百年いなり,東京都,139.80186922925205,35.74966868717146,1
2021-10-23,鮨 えび奈,京都府,135.76714941568787,34.995800974862796,1
2021-10-22,寿司一心 イーアス春日井店,愛知県,136.9815951219123,35.25899852456945,1
2021-10-21,鮨 銀座おのでら 弟 本店,東京都,139.6230637156983,35.61291984132192,1
2021-10-19,京樽・スシロー ペリエ検見川浜店,千葉県,140.0590540293743,35.6369021225206,1
2021-10-19,スシロー 五所川原店,青森県,140.4549354798974,40.80043772098774,1
2021-10-18,魚べい太田新田店,群馬県,139.3021292601494,36.3040191062178,1
2021-10-18,柏 寿司 みや川,千葉県,139.97025521570265,35.861515927669885,1
2021-10-18,魚屋直営すし食堂 魚まる,沖縄県,127.68250911555853,26.223090995747757,1
2021-10-18,鮨 神楽,東京都,-1,-1,1
2021-10-15,すし海道 壬生店,栃木県,139.82364756930158,36.46110920835084,1
2021-10-14,はま寿司 環八大鳥居店,東京都,139.73560095261348,35.55205701774744,1
